key	key_stem	linga	vyutpatti	nirvacana	base	chain	pratyaya	qualifier	unadi_ref	sutra_quoted	lnum	page	unadi_ref_project	unadi_match
lAbakaH	lAbaka	puM	lAva eva . svArTe kan .	lAva eva . svArTe kan .							30378.01	4-216-b		
lAvaRaM	lAvaRa	tri	lavaRa + aR .		lavaRa	lavaRa + aR	aR				30379	4-216-b		
lAvaRikaM	lAvaRika	tri	lavaRa + WaY .		lavaRa	lavaRa + WaY	WaY				30380	4-216-b		
lAvaRyaM	lAvaRya	klI	lavaRa + zyaY .		lavaRa	lavaRa + zyaY	zyaY				30381	4-216-c		
lAvaRyArjitaM	lAvaRyArjita	klI	lAvaRyena arjitam .	lAvaRyena arjitam .							30382	4-216-c		
lAvA	lAvA	strI	lAva + wAp .		lAva	lAva + wAp	wAp				30383	4-216-c		
lAvuH	lAvu										30384	4-216-c		
lAvUH	lAvU										30385	4-216-c		
lAsaH	lAsa	puM	las + GaY .		las	las + GaY	GaY				30386	4-216-c		
lAsakaM	lAsaka	klI	lasatIti . lasa + Rvul .	lasatIti	lasa	lasa + Rvul	Rvul				30387	4-216-c		
lAsakI	lAsakI										30388	4-217-a		
lAsikA	lAsikA	strI	lAso'styasyA iti . lAsa + Wan .	lAso'styasyA iti	lAsa	lAsa + Wan	Wan				30389	4-217-a		
lAsPowanI	lAsPowanI										30390	4-217-a		
lAsyaM	lAsya	klI	las + “ FhalorRyat . ” 3 . 1 . 124 . iti Ryat .		las	las + FhalorRyat .  3 . 1 . 124 . iti Ryat	Ryat	FhalorRyat .  3 . 1 . 124		FhalorRyat .	30391	4-217-a		
lAsyaH	lAsya	puM	lAsyamastyasyeti . lAsya + ac .	lAsyamastyasyeti	lAsya	lAsya + ac	ac				30392	4-217-a		
lAsyakaM	lAsyaka	klI	lAsyameva . svArTe kan .	lAsyameva . svArTe kan .							30393	4-217-a		
lAsyA	lAsyA	strI	lAsyamastyasyA iti . lAsya + ac . wAp .	lAsyamastyasyA iti	lAsya	lAsya + ac . wAp	wAp	ac			30394	4-217-a		
likucaM	likuca	klI	lakyate Asvodyate iti . lak + bAhulakAt ucaH . pfzodarAditvAt itvam .	lakyate Asvodyate iti	lak	lak + bAhulakAt ucaH . pfzodarAditvAt itvam	itvam	bAhulakAt ucaH pfzodarAditvAt			30395	4-217-a		
likucaH	likuca										30396	4-217-a		
likkA	likkA										30397	4-217-a		
likzA	likzA	klI	liSagatO + bAhulakAt saH . saca kit . ityuRAdivfttO ujjvalaH . 3 . 66 .		liSagatO	liSagatO + bAhulakAt saH . saca kit . ityuRAdivfttO ujjvalaH . 3 . 66	66	bAhulakAt saH saca kit ityuRAdivfttO ujjvalaH 3			30398	4-217-a		
liKa	liKa										30399	4-217-a		
liKa	liKa										30400	4-217-a		
liKaH	liKa	tri	liKatIti . leKa + “ igupaDajYeti . ” 3 . 1 . 135 . iti kaH .	liKatIti	leKa	leKa + igupaDajYeti .  3 . 1 . 135 . iti kaH	kaH	igupaDajYeti .  3 . 1 . 135		igupaDajYeti .	30401	4-217-b		
liKanaM	liKana										30402	4-217-b		
liKitaM	liKita	klI	liKa + BAve ktaH .		liKa	liKa + BAve ktaH	ktaH	BAve			30403	4-217-b		
liKyA	liKyA										30404	4-217-b		
liga	liga										30405	4-217-b		
liga	liga										30406	4-217-b		
ligu	ligu	klI	liNgati vizayAt vizayAntaraM gacCa- tIti . liga + “ KaruSaMkupIyunIlaNguligu . ” uRA0 1 . 37 . iti kupratyayena sADu .	liNgati vizayAt vizayAntaraM gacCa- tIti	liga	liga + KaruSaMkupIyunIlaNguligu .  uRA0 1 . 37 . iti kupratyayena sADu	sADu	KaruSaMkupIyunIlaNguligu  uRA0 1 37 iti kupratyayena	1.37	KaruSaMkupIyunIlaNguligu .	30407	4-217-b		unverified
liguH	ligu	puM	liga + kuH .		liga	liga + kuH	kuH				30408	4-217-b		
liNgaM	liNga	klI	liNgyate anena iti . liNga + GaY . aBiDAnAt klIvaliNgatvam .	liNgyate anena iti	liNga	liNga + GaY . aBiDAnAt klIvaliNgatvam	klIvaliNgatvam	GaY aBiDAnAt			30409	4-217-b		
liNgakaH	liNgaka	puM	liNgena kAyatIti . kE + kaH .	liNgena kAyatIti	kE	kE + kaH	kaH				30410	4-223-b		
liNgavardDaH	liNgavardDa	puM	liNgaM vardDayatIti . vfD + Ric + ac .	liNgaM vardDayatIti	vfD	vfD + Ric + ac	ac	Ric +			30411	4-223-b		
liNgavardDinI	liNgavardDinI	strI	liNgaM vardDayati yA . vfD + Ric + ini . NIp .	liNgaM vardDayati yA	vfD	vfD + Ric + ini . NIp	NIp	Ric + ini			30412	4-223-b		
liNgavfttiH	liNgavftti	puM	liNgameva vfttirjIvanopAyo yasya .	liNgameva vfttirjIvanopAyo yasya .							30413	4-223-b		
liNgAlikA	liNgAlikA										30414	4-223-c		
liNganI	liNganI	strI	liNgamastyasyA iti . liNga + iniH .	liNgamastyasyA iti	liNga	liNga + iniH	iniH				30415	4-223-c		
liNgI	liNgI										30416	4-223-c		
lipa	lipa										30417	4-223-c		
lipaH	lipa	puM	limpatIti . lipa + kaH .	limpatIti	lipa	lipa + kaH	kaH				30418	4-223-c		
lipiH	lipi	strI	lipa + “ igupaDAt kit . ” uRA0 4 . 119 . iti in . saca kit .		lipa	lipa + igupaDAt kit .  uRA0 4 . 119 . iti in . saca kit	kit	igupaDAt kit  uRA0 4 119 iti in saca	4.119	igupaDAt kit .	30419	4-223-c	4.119	agree
lipikaraH	lipikara	puM	lipiM karotIti . lipi + kf + “ divAviBAniSeti . ” 3 . 2 . 21 . iti waH .	lipiM karotIti	lipi	lipi + kf + divAviBAniSeti .  3 . 2 . 21 . iti waH	waH	kf +  divAviBAniSeti .  3 . 2 . 21		divAviBAniSeti .	30420	4-223-c		
lipikA	lipikA	strI	lipireva . lipi + svArTe kan . wAp .	lipireva	lipi	lipi + svArTe kan . wAp	wAp	svArTe kan			30421	4-224-a		
lipikAraH	lipikAra	puM	lipiM karotIti . kf + aR .	lipiM karotIti	kf	kf + aR	aR				30422	4-224-a		
lipI	lipI	strI	lipiH . kfdikArAditi NIz .	lipiH . kfdikArAditi NIz .							30423	4-224-a		
liptaM	lipta	tri	lipa + ktaH .		lipa	lipa + ktaH	ktaH				30424	4-224-a		
liptakaH	liptaka	puM	lipta eva . svArTe kan .	lipta eva . svArTe kan .							30425	4-224-a		
liptikA	liptikA	strI	liptEva . svArTe kan .	liptEva . svArTe kan .							30426	4-224-a		
lipsA	lipsA	strI	labDumicCA . laBa + san + aH . wAp .	labDumicCA	laBa	laBa + san + aH . wAp	wAp	san + aH			30427	4-224-a		
lipsuH	lipsu	tri	laBa + san + uH .		laBa	laBa + san + uH	uH	san +			30428	4-224-a		
libiH	libi	strI	lip + in . bAhulakAt pasya batvam .		lip	lip + in . bAhulakAt pasya batvam	batvam	in bAhulakAt pasya			30429	4-224-a		
liviH	livi	strI	lip + in . bAhulakAt pasya batvam .		lip	lip + in . bAhulakAt pasya batvam	batvam	in bAhulakAt pasya			30429.01	4-224-a		
libikaraH	libikara	puM	libiM karotIti . kf + “ divAviBAniSeti . ” 3 . 2 . 21 . iti waH .	libiM karotIti	kf	kf + divAviBAniSeti .  3 . 2 . 21 . iti waH	waH	divAviBAniSeti .  3 . 2 . 21		divAviBAniSeti .	30430	4-224-a		
livikaraH	livikara	puM	libiM karotIti . kf + “ divAviBAniSeti . ” 3 . 2 . 21 . iti waH .	libiM karotIti	kf	kf + divAviBAniSeti .  3 . 2 . 21 . iti waH	waH	divAviBAniSeti .  3 . 2 . 21		divAviBAniSeti .	30430.01	4-224-a		
libiNkaraH	libiNkara	puM	lipiM karotIti . kf + waH . pfzodarAditvAt dvitIyAyA aluk .	lipiM karotIti	kf	kf + waH . pfzodarAditvAt dvitIyAyA aluk	aluk	waH pfzodarAditvAt dvitIyAyA			30431	4-224-a		
liviNkaraH	liviNkara	puM	lipiM karotIti . kf + waH . pfzodarAditvAt dvitIyAyA aluk .	lipiM karotIti	kf	kf + waH . pfzodarAditvAt dvitIyAyA aluk	aluk	waH pfzodarAditvAt dvitIyAyA			30431.01	4-224-a		
libI	libI	strI	libi + kfdikArAditi NIz .		libi	libi + kfdikArAditi NIz	NIz	kfdikArAd			30432	4-224-a		
limpaH	limpa	puM	limpatIti . limpa + “ anupasargAt limpavindeti . ” 3 . 1 . 138 . iti SaH .	limpatIti	limpa	limpa + anupasargAt limpavindeti .  3 . 1 . 138 . iti SaH	SaH	anupasargAt limpavindeti .  3 . 1 . 138		anupasargAt limpavindeti .	30433	4-224-a		
limpawaH	limpawa										30434	4-224-a		
limpAkaM	limpAka										30435	4-224-a		
limpAkaH	limpAka										30436	4-224-b		
liSa	liSa										30437	4-224-b		
liSa	liSa										30438	4-224-b		
lizvaH	lizva										30439	4-224-b		
liha	liha										30440	4-224-b		
lI	lI										30441	4-224-b		
lI	lI										30442	4-224-b		
lI	lI										30443	4-224-b		
lIkkA	lIkkA										30444	4-224-b		
lIkzA	lIkzA										30445	4-224-b		
lIQaH	lIQa										30446	4-224-b		
lInaH	lIna	tri	lI + ktaH . “ oditaSca . ” 8 . 2 . 45 . iti nizWAtasya naH .		lI	lI + ktaH .  oditaSca .  8 . 2 . 45 . iti nizWAtasya naH	naH	ktaH  oditaSca  8 2 45 iti nizWAtasya		oditaSca .	30447	4-224-b		
lIlA	lIlA	strI	layanamiti . lI + sampadAditvAt kvip . liyaM lAtIti . lA + kaH .	layanamiti	lI	lI + sampadAditvAt kvip . liyaM lAtIti . lA + kaH	kaH	sampadAditvAt kvip liyaM lAtIti lA +			30448	4-224-b		
lIlAvatI	lIlAvatI	strI	lIlAstyasyA iti . lIlA + matup . masya vaH .	lIlAstyasyA iti	lIlA	lIlA + matup . masya vaH	vaH	matup masya			30449	4-224-c		
lIlodyAnaM	lIlodyAna	klI	lIlArTamudyAnam .	lIlArTamudyAnam .							30450	4-225-a		
luk	luk										30451	4-225-a		
lukkAyitaH	lukkAyita	tri	luk kAyasya yasya tAdfSa ivA- caratIti . lukkAya + kvip . tataH ktaH .	luk kAyasya yasya tAdfSa ivA- caratIti	lukkAya	lukkAya + kvip . tataH ktaH	ktaH	kvip tataH			30452	4-225-a		
luNguzaH	luNguza										30453	4-225-a		
luja	luja										30454	4-225-a		
luYca	luYca										30455	4-225-a		
luwa	luwa										30456	4-225-a		
luwa	luwa										30457	4-225-a		
luwa	luwa										30458	4-225-a		
luwa	luwa										30459	4-225-a		
luwa	luwa										30460	4-225-b		
luWa	luWa										30461	4-225-b		
luWa	luWa										30462	4-225-b		
luWa	luWa										30463	4-225-b		
luWa	luWa										30464	4-225-b		
luWa	luWa										30465	4-225-b		
luWanaM	luWana	klI	luWa lowe + lyuw .		luWa lowe	luWa lowe + lyuw	lyuw				30466	4-225-b		
luWitaH	luWita										30467	4-225-b		
luqa	luqa										30468	4-225-b		
luqa	luqa										30469	4-225-b		
luRwa	luRwa										30470	4-225-b		
luRwakaH	luRwaka										30471	4-225-b		
luRwA	luRwA	strI	luRwa + aN . wAp .		luRwa	luRwa + aN . wAp	wAp	aN			30472	4-225-b		
luRwAkaH	luRwAka	puM	luRwatIti . luRwa + “ jalpaBikza- kuwwaluRwavfNaH zAkan . ” 3 . 2 . 155 . iti [Page4-225-c+ 52] zAkan .	luRwatIti	luRwa	luRwa + jalpaBikza- kuwwaluRwavfNaH zAkan .  3 . 2 . 155 . iti [Page4-225-c + 52] zAkan	zAkan	jalpaBikza- kuwwaluRwavfNaH zAkan  3 2 155 iti [Page4-225-c+ 52]		jalpaBikza- kuwwaluRwavfNaH zAkan .	30473	4-225-b		
luRwAkI	luRwAkI	strI	luRwAka + zitvAt NIp .		luRwAka	luRwAka + zitvAt NIp	NIp	zitvAt			30474	4-225-c		
luRWakaH	luRWaka	tri	luRWatIti . luRWa + Rvul .	luRWatIti	luRWa	luRWa + Rvul	Rvul				30475	4-225-c		
luRWanaM	luRWana	klI	luRWa + lyuw .		luRWa	luRWa + lyuw	lyuw				30476	4-225-c		
luRWA	luRWA	strI	luRWa + aN . striyAM wAp .		luRWa	luRWa + aN . striyAM wAp	wAp	aN striyAM			30477	4-225-c		
luRWAkaH	luRWAka	puM	luRWa + zAkan .		luRWa	luRWa + zAkan	zAkan				30478	4-225-c		
luRWI	luRWI										30479	4-225-c		
luRqa	luRqa										30480	4-225-c		
luRqikA	luRqikA	strI	luRqI . svArTe kan . tatazwAp .	luRqI . svArTe kan . tatazwAp .							30481	4-225-c		
luRqI	luRqI										30482	4-225-c		
luTa	luTa										30483	4-225-c		
lupa	lupa										30484	4-225-c		
lupa	lupa										30485	4-225-c		
lup	lup	puM	lup cCede + kvip .		lup cCede	lup cCede + kvip	kvip				30486	4-225-c		
luptaM	lupta	klI	lup + ktaH .		lup	lup + ktaH	ktaH				30487	4-226-a		
luba	luba										30488	4-226-a		
lubDaH	lubDa	puM	luBa + gatyarTeti ktaH .		luBa	luBa + gatyarTeti ktaH	ktaH	gatyarTeti			30489	4-226-a		
lubDaH	lubDa	tri	luBa + ktaH .		luBa	luBa + ktaH	ktaH				30490	4-226-a		
lubDakaH	lubDaka	puM	lubDa eva . svArTe kan .	lubDa eva . svArTe kan .							30491	4-226-a		
luBa	luBa										30492	4-226-a		
luBa	luBa										30493	4-226-a		
luBitaH	luBita										30494	4-226-a		
lula	lula										30495	4-226-a		
lulApaH	lulApa	puM	lulyate iti . lula vimarddane + BidA- ditvAt aN . lulAM ApnotIti . Ap + aR .	lulyate iti	lula vimarddane	lula vimarddane + BidA- ditvAt aN . lulAM ApnotIti . Ap + aR	aR	BidA- ditvAt aN lulAM ApnotIti Ap +			30496	4-226-a		
lulApakandaH	lulApakanda	puM	lulApapriyaH kandaH .	lulApapriyaH kandaH .							30497	4-226-b		
lulApakAntA	lulApakAntA	strI	lulApasya kAntA .	lulApasya kAntA .							30498	4-226-b		
lulitaH	lulita	tri	lula + ktaH .		lula	lula + ktaH	ktaH				30499	4-226-b		
luza	luza										30500	4-226-b		
luza	luza										30501	4-226-b		
luzaBaH	luzaBa	puM	rozatIti . ruza hiMsAyAm + “ ruzernilluz ca . ” uRA0 3 . 124 . iti aBac . luzAdeSaSca DAtoH .	rozatIti	ruza hiMsAyAm	ruza hiMsAyAm + ruzernilluz ca .  uRA0 3 . 124 . iti aBac . luzAdeSaSca DAtoH	DAtoH	ruzernilluz ca  uRA0 3 124 iti aBac luzAdeSaSca	3.124	ruzernilluz ca .	30502	4-226-b		unverified
luha	luha										30503	4-226-b		
lU	lU										30504	4-226-b		
lUtA	lUtA	strI	lUnAtIti . lU + bAhulakAt tan . guRABAvaSca .	lUnAtIti	lU	lU + bAhulakAt tan . guRABAvaSca	guRABAvaSca	bAhulakAt tan			30505	4-226-b		
lUtAriH	lUtAri	puM	lUtAyA ariH .	lUtAyA ariH .							30506	4-227-b		
lUtikA	lUtikA	strI	lUtEva . svArTe kan . wApi ata itvam .	lUtEva . svArTe kan . wApi ata itvam .							30507	4-227-b		
lUnaH	lUna	tri	lUyate smeti . lU + ktaH . “ lvAdiByaH . ” 8 . 2 . 44 . iti nizWAtasya naH .	lUyate smeti	lU	lU + ktaH .  lvAdiByaH .  8 . 2 . 44 . iti nizWAtasya naH	naH	ktaH  lvAdiByaH  8 2 44 iti nizWAtasya		lvAdiByaH .	30508	4-227-b		
lUnakaH	lUnaka	puM	lUna eva . svArTe kan .	lUna eva . svArTe kan .							30509	4-227-b		
lUniH	lUni	strI	lU + ktin . “ fkAralvAdiByaH ktinnizWAvadBavatIti vaktavyam . ” 8 . 2 . 44 . ityasya vArttikoktyA tasya naH .		lU	lU + ktin .  fkAralvAdiByaH ktinnizWAvadBavatIti vaktavyam .  8 . 2 . 44 . ityasya vArttikoktyA tasya naH	naH	ktin  fkAralvAdiByaH ktinnizWAvadBavatIti vaktavyam  8 2 44 ityasya vArttikoktyA tasya		fkAralvAdiByaH ktinnizWAvadBavatIti vaktavyam .	30510	4-227-b		
lUmaM	lUma	klI	lUyate iti . lU + bAhulakAt mak .	lUyate iti	lU	lU + bAhulakAt mak	mak	bAhulakAt			30511	4-227-b		
lUmavizaH	lUmaviza	puM	lUme lANgUle vizamasya .	lUme lANgUle vizamasya .							30512	4-227-b		
lUza	lUza										30513	4-227-b		
leKaH	leKa	puM	liKyate iti . liK + GaY .	liKyate iti	liK	liK + GaY	GaY				30514	4-227-b		
leKakaH	leKaka	puM	liKatIti . liK + Rvul .	liKatIti	liK	liK + Rvul	Rvul				30515	4-227-c		
leKanaM	leKana	klI	liKa + lyuw .		liKa	liKa + lyuw	lyuw				30516	4-227-c		
leKanaH	leKana	puM	liKa + lyuH .		liKa	liKa + lyuH	lyuH				30517	4-228-a		
leKanikaH	leKanika										30518	4-228-a		
leKanI	leKanI										30519	4-228-a		
leKanIyaH	leKanIya										30520	4-228-a		
leKarzaBaH	leKarzaBa	puM	leKezu devezu fzaBaH SrezWaH . leKa fzaBa iveti vA .	leKezu devezu fzaBaH SrezWaH . leKa fzaBa iveti vA .							30521	4-228-a		
leKahAraH	leKahAra										30522	4-228-a		
leKahArakaH	leKahAraka	puM	leKahAra eva . svArTe kan .	leKahAra eva . svArTe kan .							30523	4-228-a		
leKA	leKA	strI	liKyate iti . liKa + bAhulakAt ap . wAp .	liKyate iti	liKa	liKa + bAhulakAt ap . wAp	wAp	bAhulakAt ap			30524	4-228-a		
leKArhaH	leKArha	puM	leKe arhaH .	leKe arhaH .							30525	4-228-a		
leKitaM	leKita										30526	4-228-b		
leKyaM	leKya	tri	liKa + Ryata .		liKa	liKa + Ryata	Ryata				30527	4-228-b		
leKyacUrRikA	leKyacUrRikA	strI	leKyasya cUrRikA .	leKyasya cUrRikA .							30528	4-229-c		
leKyapatraH	leKyapatra	puM	leKyaM leKArhaM patraM asya .	leKyaM leKArhaM patraM asya .							30529	4-229-c		
leKyasTAnaM	leKyasTAna	klI	leKyasya sTAnam .	leKyasya sTAnam .							30530	4-229-c		
leRqaM	leRqa										30531	4-229-c		
lepa	lepa										30532	4-229-c		
lepaH	lepa	puM	lipa + GaY .		lipa	lipa + GaY	GaY				30533	4-229-c		
lepakaH	lepaka	puM	limpatIti . lip + Rvu l .	limpatIti	lip	lip + Rvu l	l	Rvu			30534	4-230-a		
lepanaM	lepana	klI	lip + lyuw .		lip	lip + lyuw	lyuw				30535	4-230-a		
lepanaH	lepana	puM	limpatyaneneti . lip + karaRe lyuw .	limpatyaneneti	lip	lip + karaRe lyuw	lyuw	karaRe			30536	4-230-b		
lepI	lepI										30537	4-230-b		
lepyaM	lepya	tri	lip + Ryat .		lip	lip + Ryat	Ryat				30538	4-230-b		
lepyakft	lepyakft	puM	lepyaM karotIti . kf + kvip .	lepyaM karotIti	kf	kf + kvip	kvip				30539	4-230-b		
lepyamayI	lepyamayI	strI	lepya + mayaw . NIp .		lepya	lepya + mayaw . NIp	NIp	mayaw			30540	4-230-b		
lepyastrI	lepyastrI	strI	lepyA strI .	lepyA strI .							30541	4-230-b		
leyaH	leya										30542	4-230-b		
lelihAnaH	lelihAna	puM	punaHpunaratiSayena vA leQIti . lih + yaN + SAnac .	punaHpunaratiSayena vA leQIti	lih	lih + yaN + SAnac	SAnac	yaN +			30543	4-230-b		
lelihAnA	lelihAnA	strI	lelihAna + striyAM wAp .		lelihAna	lelihAna + striyAM wAp	wAp	striyAM			30544	4-230-b		
leSaH	leSa	puM	liS + GaY .		liS	liS + GaY	GaY				30545	4-230-b		
lezwuH	lezwu	puM	liSyate iti . liS + bAhulakAt tun .	liSyate iti	liS	liS + bAhulakAt tun	tun	bAhulakAt			30546	4-230-b		
lezwuGnaH	lezwuGna										30547	4-230-c		
lezwuBedanaH	lezwuBedana	puM	lezwuM BinattIti . Bid + lyuw .	lezwuM BinattIti	Bid	Bid + lyuw	lyuw				30548	4-230-c		
lesikaH	lesika										30549	4-230-c		
lehaH	leha	puM	lehanamiti . lih + GaY .	lehanamiti	lih	lih + GaY	GaY				30550	4-230-c		
lehanaM	lehana										30551	4-230-c		
lehinaH	lehina	puM	lih + bAhulakAt inan .		lih	lih + bAhulakAt inan	inan	bAhulakAt			30552	4-230-c		
lehyaM	lehya	klI	lih + Ryat .		lih	lih + Ryat	Ryat				30553	4-230-c		
lENgaM	lENga	klI	liNgamaDikftya kfto granTa iti . liNgasyedamiti vA . liNga + aR .	liNgamaDikftya kfto granTa iti . liNgasyedamiti vA	liNga	liNga + aR	aR				30554	4-230-c		
lENgI	lENgI										30555	4-231-a		
loka	loka										30556	4-231-a		
loka	loka										30557	4-231-a		
lokaH	loka	puM	lokyate iti . lok + GaY .	lokyate iti	lok	lok + GaY	GaY				30558	4-231-a		
lokakAntA	lokakAntA	strI	lokAnAM kAntA priyA .	lokAnAM kAntA priyA .							30559	4-231-b		
lokacakzuH	lokacakzu	[s] klI	lokAnAM cakzuriva .	lokAnAM cakzuriva .							30560	4-231-c		
lokajit	lokajit	puM	lokaM jitavAniti . ji + kvip .	lokaM jitavAniti	ji	ji + kvip	kvip				30561	4-231-c		
lokatuzAraH	lokatuzAra	puM	loke tuzAra iva .	loke tuzAra iva .							30562	4-231-c		
lokanATaH	lokanATa	puM	lokAnAM nATaH .	lokAnAM nATaH .							30563	4-231-c		
lokapAlaH	lokapAla	puM	lokAn pAlayatIti . pAla + Ric + aR .	lokAn pAlayatIti	pAla	pAla + Ric + aR	aR	Ric +			30564	4-231-c		
lokabAnDavaH	lokabAnDava	puM	lokAnAM bAnDavaH .	lokAnAM bAnDavaH .							30565	4-232-a		
lokabAhyaH	lokabAhya	puM	lokAt lokasamAjAt bAhyaH .	lokAt lokasamAjAt bAhyaH .							30566	4-232-a		
lokamAtA	lokamAtA	strI	lokAnAM mAteva .	lokAnAM mAteva .							30567	4-232-a		
lokalocanaM	lokalocana	klI	lokAnAM locanamiva .	lokAnAM locanamiva .							30568	4-232-a		
lokavinAyakaH	lokavinAyaka	puM	loke vinAyaka iva .	loke vinAyaka iva .							30569	4-232-a		
lokaviSrutiH	lokaviSruti	strI	loke viSrutiH .	loke viSrutiH .							30570	4-232-a		
lokAyataM	lokAyata	klI	lokezu AyataM vistIrRamiva .	lokezu AyataM vistIrRamiva .							30571	4-232-a		
lokAyatikaH	lokAyatika	puM	lokAyataM SAstramastyasyeti . lokAyata + Wan .	lokAyataM SAstramastyasyeti	lokAyata	lokAyata + Wan	Wan				30572	4-232-a		
lokAlokaH	lokAloka	puM	lokyate'sO iti lokaH . na lokyate'sO iti alokaH . tataH karmma- DArayaH .	lokyate'sO iti lokaH . na lokyate'sO iti alokaH . tataH karmma- DArayaH .							30573	4-232-a		
lokeSaH	lokeSa	puM	lokAnAmISaH .	lokAnAmISaH .							30574	4-232-b		
lokeSvaraH	lokeSvara	puM	lokAnAmISvaraH .	lokAnAmISvaraH .							30575	4-232-b		
lokeSvarAtmajA	lokeSvarAtmajA	strI	lokeSvarasya budDasya Atma- jeva .	lokeSvarasya budDasya Atma- jeva .							30576	4-232-c		
loca	loca										30577	4-232-c		
loca	loca										30578	4-232-c		
locaM	loca	klI	locate paryyAlocayati suKaduHKA- dikamiti . loca + ac .	locate paryyAlocayati suKaduHKA- dikamiti	loca	loca + ac	ac				30579	4-232-c		
locakaH	locaka	puM	locate iti . loca + Rvul .	locate iti	loca	loca + Rvul	Rvul				30580	4-232-c		
locanaM	locana	klI	locate'neneti . loca + lyuw .	locate'neneti	loca	loca + lyuw	lyuw				30581	4-232-c		
locanahitA	locanahitA	strI	locanAByAM hitA .	locanAByAM hitA .							30582	4-232-c		
locanA	locanA	strI	locate paryyAlocayatIti . loca + lyuH . wAp .	locate paryyAlocayatIti	loca	loca + lyuH . wAp	wAp	lyuH			30583	4-233-a		
locanAmayaH	locanAmaya	puM	lovanayorAmayaH .	lovanayorAmayaH .							30584	4-233-a		
locanI	locanI	strI	locyate'sO . loc + lyuw . NIp .	locyate'sO	loc	loc + lyuw . NIp	NIp	lyuw			30585	4-233-a		
locamarkawaH	locamarkawa										30586	4-233-a		
locamastakaH	locamastaka	puM	locaM dfSyaM mastakaM mayUraSiKeva yasya .	locaM dfSyaM mastakaM mayUraSiKeva yasya .							30587	4-233-a		
locikA	locikA										30588	4-233-a		
lowa	lowa										30589	4-233-a		
lowulaH	lowula	puM	lowatIti . low + bAhulakAt ulac .	lowatIti	low	low + bAhulakAt ulac	ulac	bAhulakAt			30590	4-233-a		
loqa	loqa										30591	4-233-a		
loRatfRaM	loRatfRa	klI	loRaM lavaRarasayuktaM tfRam .	loRaM lavaRarasayuktaM tfRam .							30592	4-233-a		
loRA	loRA	strI	lavaRamastyasyA iti . ac . wAp . pfzodarAditvAt sADuH .	lavaRamastyasyA iti . ac . wAp . pfzodarAditvAt sADuH .							30593	4-233-a		
loRAraM	loRAra	klI	lavaRaM fcCatIti . lavaRa + f + aR . pfzodarAditvAt sADuH .	lavaRaM fcCatIti	lavaRa	lavaRa + f + aR . pfzodarAditvAt sADuH	sADuH	f + aR pfzodarAditvAt			30594	4-233-a		
loRAmlA	loRAmlA										30595	4-233-a		
lotaM	lota	klI	lunAtIti . lU + “ hasimfgriRiti . ” uRA0 3 . 86 . iti tan .	lunAtIti	lU	lU + hasimfgriRiti .  uRA0 3 . 86 . iti tan	tan	hasimfgriRiti .  uRA0 3 . 86	3.86	hasimfgriRiti .	30596	4-233-a		unverified
lotaH	lota										30597	4-233-a		
lotraM	lotra	klI	lUnAtIti . lU + “ sarvvaDAtuByazwran . ” uRA0 4 . 158 . iti zwran . yadbA, lA + “ aSitrAdiBya itrotrO . ” uRA0 4 . 172 . iti utraH . ityujjvalaH .	lUnAtIti	lU	lU + sarvvaDAtuByazwran .  uRA0 4 . 158 . iti zwran . yadbA, lA + aSitrAdiBya itrotrO .  uRA0 4 . 172 . iti utraH . ityujjvalaH	ityujjvalaH	sarvvaDAtuByazwran  uRA0 4 158 iti zwran yadbA, lA +  aSitrAdiBya itrotrO  uRA0 4 172 iti utraH	4.158	sarvvaDAtuByazwran .	30598	4-233-b		unverified
loDaH	loDa	puM	ruRadDIti . ruDa + ac . rasya laH .	ruRadDIti	ruDa	ruDa + ac . rasya laH	laH	ac rasya			30599	4-233-b		
loDraH	loDra	puM	ruRadDIti . ruDa + bAhulakAt ran . rasya laH .	ruRadDIti	ruDa	ruDa + bAhulakAt ran . rasya laH	laH	bAhulakAt ran rasya			30600	4-233-b		
loDrakavfkzaH	loDrakavfkza	puM	loDra eva loDrakaH . sa eva vfkzaH .	loDra eva loDrakaH . sa eva vfkzaH .							30601	4-233-c		
lopaH	lopa										30602	4-233-c		
lopA	lopA										30603	4-233-c		
lopAkaH	lopAka	puM	lopaM SIGramadarSanaM akati prApno- tIti . ak + aR .	lopaM SIGramadarSanaM akati prApno- tIti	ak	ak + aR	aR				30604	4-233-c		
lopApakaH	lopApaka	puM	lopaM drutamadarSanaM ApnotIti . Ap + Rvul .	lopaM drutamadarSanaM ApnotIti	Ap	Ap + Rvul	Rvul				30605	4-233-c		
lopApikA	lopApikA	strI	lopApaka + striyAM wAp . ata itvam .		lopApaka	lopApaka + striyAM wAp . ata itvam	itvam	striyAM wAp ata			30606	4-233-c		
lopAmudrA	lopAmudrA										30607	4-233-c		
lopAmudrApatiH	lopAmudrApati	puM	lopAmudrAyAH patiH .	lopAmudrAyAH patiH .							30608	4-234-a		
lopASakaH	lopASaka	puM	lopaM vyAkulIBAvaM cakitamaSnAti . aS + Rvul .	lopaM vyAkulIBAvaM cakitamaSnAti	aS	aS + Rvul	Rvul				30609	4-234-a		
lopASikA	lopASikA	strI	lopASaka + striyAM wAp . ata itvam .		lopASaka	lopASaka + striyAM wAp . ata itvam	itvam	striyAM wAp ata			30610	4-234-a		
