key	lnum	page	text
SravizWA	528	0007	SravizWA; puzyastizyaH syAdDanizWA SravizWA, 1.1.1.51
dAkzAyaRyaH	529	0007	dAkzAyaRyaH; dAkzAyaRyaH kIrtitAScandradArAH .. 51 .. 1.1.1.51
candradArAH	530	0007	candradArAH; dAkzAyaRyaH kIrtitAScandradArAH .. 51 .. 1.1.1.51
indra	531	0008	indra; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
duScyavana	532	0008	duScyavana; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
hari	533	0008	hari; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
surapati	534	0008	surapati; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
saNkrandana	535	0008	saNkrandana; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
vAsava	536	0008	vAsava; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
vftrAri	537	0008	vftrAri; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
balasUdana	538	0008	balasUdana; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
SatamaKa	539	0008	SatamaKa; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
vfdDaSravas	540	0008	vfdDaSravas; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
kOSika	541	0008	kOSika; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
jizRu	542	0008	jizRu; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
vajraDara	543	0008	vajraDara; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
sahasranayana	544	0008	sahasranayana; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
vAstozpati	545	0008	vAstozpati; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
gopati	546	0008	gopati; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
parjanya	547	0008	parjanya; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
maGavan	548	0008	maGavan; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
vfzan	549	0008	vfzan; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
harihaya	550	0008	harihaya; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
prAcInabarhis	551	0008	prAcInabarhis; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
puruhUta	552	0008	puruhUta; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
pftanAzAw	553	0008	pftanAzAw; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
purandara	554	0008	purandara; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
pUrvadikpati	555	0008	pUrvadikpati; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
svArAj	556	0008	svArAj; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
AKaRqala	557	0008	AKaRqala; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
turAzAh	558	0008	turAzAh; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
sutrAman	559	0008	sutrAman; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
gotraBid	560	0008	gotraBid; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
sunAsIra	561	0008	sunAsIra; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
Sakra	562	0008	Sakra; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
ugraDanvan	563	0008	ugraDanvan; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
harivat	564	0008	harivat; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
pAkaSAsana	565	0008	pAkaSAsana; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
divaspati	566	0008	divaspati; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
viqOjas	567	0008	viqOjas; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
marutvat	568	0008	marutvat; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
meGavAhana	569	0008	meGavAhana; indro duScyavano hariH surapatiH saNkrandano vAsavo, vftrArirbalasUdanaH SatamaKo vfdDaSravAH kOSikaH . jizRurvajraDaraH sahasranayano vAstozpatirgopatiH, parjanyo maGavA vfzA harihayaH prAcInabarhiH smftaH .. 52 .. puruhUtaH pftanAzAw purandaraH pUrvadikpatiH svArAw . AKaRqalasturAzAw sutrAmA gotraBitsunAsIraH .. 53 .. SakraH syAdugraDanvA ca harivAnpAkaSAsanaH . divaspatirviqOjASca marutvAnmeGavAhanaH .. 54 .. 1.1.1.52
indrARI	570	0008	indrARI; indrARI pOlomI SacI jayantaSca tatsuto jYeyaH . 1.1.1.53
pOlomI	571	0008	pOlomI; indrARI pOlomI SacI jayantaSca tatsuto jYeyaH . 1.1.1.53
SacI	572	0008	SacI; indrARI pOlomI SacI jayantaSca tatsuto jYeyaH . 1.1.1.53
indrasuta	573	0008	indra_suta; indrARI pOlomI SacI jayantaSca tatsuto jYeyaH . 1.1.1.53
jayanta	574	0008	jayanta; indrARI pOlomI SacI jayantaSca tatsuto jYeyaH . 1.1.1.53
indranagarI	575	0008	indra_nagarI; amarAvatI ca nagarI nandanamudyAnamindrasya .. 55 .. 1.1.1.55
amarAvatI	576	0008	amarAvatI; amarAvatI ca nagarI nandanamudyAnamindrasya .. 55 .. 1.1.1.55
indraudyAna	577	0008	indra_udyAna; amarAvatI ca nagarI nandanamudyAnamindrasya .. 55 .. 1.1.1.55
nandana	578	0008	nandana; amarAvatI ca nagarI nandanamudyAnamindrasya .. 55 .. 1.1.1.55
pavi	579	0008	pavi; paviraSaniH SataDAraM vajraM kuliSaM ca Bavati damBoliH . gOrBiduraM vyADAmaH svarurindrapraharaRaM taTA SambaH .. 56 .. 1.1.1.56
aSani	580	0008	aSani; paviraSaniH SataDAraM vajraM kuliSaM ca Bavati damBoliH . gOrBiduraM vyADAmaH svarurindrapraharaRaM taTA SambaH .. 56 .. 1.1.1.56
SataDAra	581	0008	SataDAra; paviraSaniH SataDAraM vajraM kuliSaM ca Bavati damBoliH . gOrBiduraM vyADAmaH svarurindrapraharaRaM taTA SambaH .. 56 .. 1.1.1.56
vajra	582	0008	vajra; paviraSaniH SataDAraM vajraM kuliSaM ca Bavati damBoliH . gOrBiduraM vyADAmaH svarurindrapraharaRaM taTA SambaH .. 56 .. 1.1.1.56
kuliSa	583	0008	kuliSa; paviraSaniH SataDAraM vajraM kuliSaM ca Bavati damBoliH . gOrBiduraM vyADAmaH svarurindrapraharaRaM taTA SambaH .. 56 .. 1.1.1.56
damBoli	584	0008	damBoli; paviraSaniH SataDAraM vajraM kuliSaM ca Bavati damBoliH . gOrBiduraM vyADAmaH svarurindrapraharaRaM taTA SambaH .. 56 .. 1.1.1.56
go	585	0008	go; paviraSaniH SataDAraM vajraM kuliSaM ca Bavati damBoliH . gOrBiduraM vyADAmaH svarurindrapraharaRaM taTA SambaH .. 56 .. 1.1.1.56
Bidura	586	0008	Bidura; paviraSaniH SataDAraM vajraM kuliSaM ca Bavati damBoliH . gOrBiduraM vyADAmaH svarurindrapraharaRaM taTA SambaH .. 56 .. 1.1.1.56
vyADAma	587	0008	vyADAma; paviraSaniH SataDAraM vajraM kuliSaM ca Bavati damBoliH . gOrBiduraM vyADAmaH svarurindrapraharaRaM taTA SambaH .. 56 .. 1.1.1.56
svaru	588	0008	svaru; paviraSaniH SataDAraM vajraM kuliSaM ca Bavati damBoliH . gOrBiduraM vyADAmaH svarurindrapraharaRaM taTA SambaH .. 56 .. 1.1.1.56
indrapraharaRa	589	0008	indrapraharaRa; paviraSaniH SataDAraM vajraM kuliSaM ca Bavati damBoliH . gOrBiduraM vyADAmaH svarurindrapraharaRaM taTA SambaH .. 56 .. 1.1.1.56
Samba	590	0008	Samba; paviraSaniH SataDAraM vajraM kuliSaM ca Bavati damBoliH . gOrBiduraM vyADAmaH svarurindrapraharaRaM taTA SambaH .. 56 .. 1.1.1.56
sPUrjaTu	591	0008	sPUrjaTu; sPUrjaTurvajranirGozo vajrajvAlA'tiBIH smftA . 1.1.1.57
vajranirGoza	592	0008	vajranirGoza; sPUrjaTurvajranirGozo vajrajvAlA'tiBIH smftA . 1.1.1.57
vajrajvAlA	593	0008	vajrajvAlA; sPUrjaTurvajranirGozo vajrajvAlA'tiBIH smftA . 1.1.1.57
atiBI	594	0008	atiBI; sPUrjaTurvajranirGozo vajrajvAlA'tiBIH smftA . 1.1.1.57
fju	595	0008	fju; fju rohitamicCanti buDAH SakraSarAsanam .. 57 .. 1.1.1.57
rohita	596	0008	rohita; fju rohitamicCanti buDAH SakraSarAsanam .. 57 .. 1.1.1.57
SakraSarAsana	597	0008	SakraSarAsana; fju rohitamicCanti buDAH SakraSarAsanam .. 57 .. 1.1.1.57
aBra	598	0008	aBra; aBramabdo Gano meGaH stanayitnuH payoDaraH . DArADaro DUmayonirjImUtaSca balAhakaH .. 58 .. 1.1.1.58
abda	599	0008	abda; aBramabdo Gano meGaH stanayitnuH payoDaraH . DArADaro DUmayonirjImUtaSca balAhakaH .. 58 .. 1.1.1.58
Gana	600	0008	Gana; aBramabdo Gano meGaH stanayitnuH payoDaraH . DArADaro DUmayonirjImUtaSca balAhakaH .. 58 .. 1.1.1.58
meGa	601	0008	meGa; aBramabdo Gano meGaH stanayitnuH payoDaraH . DArADaro DUmayonirjImUtaSca balAhakaH .. 58 .. 1.1.1.58
stanayitnu	602	0008	stanayitnu; aBramabdo Gano meGaH stanayitnuH payoDaraH . DArADaro DUmayonirjImUtaSca balAhakaH .. 58 .. 1.1.1.58
