key	lnum	page	text
liNgamala	10175	27	martyakARqaH 1935 puzpikA-strI,liNgamala-klI puzpikA tu liNgamalaM viqvizWAvaskaraH Sakft . gUTaM purIzaM SamaloccArO varcaskavarcasI .. 634 ..
liNgavftti	10176	34	martyakARqaH 2598 DarmaDvajin-puM,liNgavftti-puM DarmaDvajI liNgavfttirvedahIno nirAkftiH (856) .
lipi	10177	22	martyakARqaH 1493 akzaranyAsa-puM,lipi-strI,livi-strI vArRiko lipikaraScAkzaranyAse lipirliviH (484) .
lipikara	10178	22	martyakARqaH 1492 leKaka-puM,akzaracaRa-puM,akzarajIvaka-puM,akzaracaYcu-puM,vArRika-puM,lipikara-puM leKake'kzarapUrvAH syuScaRajIvakacaYcavaH .. 483 ..
lipta	10179	32	martyakARqaH 2365 vizAkta-puM,digDa-puM,lipta-puM nirastaH prahite bARe vizAkte digDaliptakO .. 779 ..
lipta	10180	56	sAmAnyakARqaH 4400 digDa-klI,lipta-klI same digDalipte rugRaBugne rUzitaguRqite (1483) .
lipsA	10181	20	martyakARqaH 1325 loBa-puM,tfzRA-strI,lipsA-strI,vaSa-puM,spfhA-strI,kANkzA-strI,ASaMsA-strI,garDa-puM,vAYCA-strI,ASA-strI,icCA-strI,IhA-strI,tfz-strI,manoraTa-puM,kAma-puMklI,aBilAza-puM gfDnustu garDanastfzRaglipsurlubDo'BilAzukaH .. 429 .. ;p{0021} lolupo loluBo loBastfzRA lipsA vaSaH spfhA . kANkzASaMsAgarDavAYCASecCehAtfRmanoraTAH .. 430 .. kAmo'BilAzo'BiDyA tu parasvehodDataH punaH . avinIto vinItastu niBftaH praSrito'pi ca .. 431 ..
lipsu	10182	20	martyakARqaH 1324 gfDnu-puM,garDana-puM,tfzRaj-puM,lipsu-puM,lubDa-puM,aBilAzuka-puM,lolupa-puM,loluBa-puM gfDnustu garDanastfzRaglipsurlubDo'BilAzukaH .. 429 .. ;p{0021} lolupo loluBo loBastfzRA lipsA vaSaH spfhA . kANkzASaMsAgarDavAYCASecCehAtfRmanoraTAH .. 430 .. kAmo'BilAzo'BiDyA tu parasvehodDataH punaH . avinIto vinItastu niBftaH praSrito'pi ca .. 431 ..
livi	10183	22	martyakARqaH 1493 akzaranyAsa-puM,lipi-strI,livi-strI vArRiko lipikaraScAkzaranyAse lipirliviH (484) .
lIlA	10184	23	martyakARqaH 1572 lIlA-strI svaguRenopamAnena manojYAdipadena ca .. 505 .. viSezitANgakarmA strI yaTA taralalocanA . alasekzaRA mfgAkzI matteBagamanApi ca .. 506 .. vAmAkzI susmitAsyAH svaM mAnalIlAsmarAdayaH . lIlA vilAso vicCittirvivvokaH kilakiYcitam .. 507 .. mowwAyitaM kuwwamitaM lalitaM vihftaM taTA . viBramaScetyalaMkArAH strIRAM svABAvikA daSa .. 508 ..
lIlA	10185	25	martyakARqaH 1720 keli-puMstrI,drava-puM,parIhAsa-puM,krIqA-strI,lIlA-strI,narman-klI,devana-klI,kUrdana-klI,KelA-strI,lalana-klI,varkara-puM kelirdravaH parIhAsaH krIqA lIlA ca narma ca .. 555 .. devanaM kUrdanaM KelA lalanaM varkaro'pi ca (556) .
lIlAvatI	10186	23	martyakARqaH 1569 lIlAvatI-strI svaguRenopamAnena manojYAdipadena ca .. 505 .. viSezitANgakarmA strI yaTA taralalocanA . alasekzaRA mfgAkzI matteBagamanApi ca .. 506 .. vAmAkzI susmitAsyAH svaM mAnalIlAsmarAdayaH . lIlA vilAso vicCittirvivvokaH kilakiYcitam .. 507 .. mowwAyitaM kuwwamitaM lalitaM vihftaM taTA . viBramaScetyalaMkArAH strIRAM svABAvikA daSa .. 508 ..
luWita	10187	48	tiryakkARqaH, paYcendriyAH, sTalacarapaYcendriyAH 3781 apAvftta-klI,parAvftta-klI,luWita-klI,vellita-klI apAvfttaparAvfttaluWitAni tu vellite (1245) .
luptavarRapada	10188	15	devakARqaH 872 luptavarRapada-klI,grasta-klI luptavarRapadaM grastamavAcyaM syAdanakzaram .. 266 ..
lubDa	10189	20	martyakARqaH 1324 gfDnu-puM,garDana-puM,tfzRaj-puM,lipsu-puM,lubDa-puM,aBilAzuka-puM,lolupa-puM,loluBa-puM gfDnustu garDanastfzRaglipsurlubDo'BilAzukaH .. 429 .. ;p{0021} lolupo loluBo loBastfzRA lipsA vaSaH spfhA . kANkzASaMsAgarDavAYCASecCehAtfRmanoraTAH .. 430 .. kAmo'BilAzo'BiDyA tu parasvehodDataH punaH . avinIto vinItastu niBftaH praSrito'pi ca .. 431 ..
lubDaka	10190	37	martyakARqaH 2838 vyADa-puM,mfgavaDAjIvin-puM,lubDaka-puM,mfgayu-puM vyADo mfgavaDAjIvI lubDako mfgayuSca saH (927) .
lulAya	10191	49	tiryakkARqaH, paYcendriyAH, sTalacarapaYcendriyAH 3882 mahiza-puM,yamavAhana-puM,rajasvala-puM,vAharipu-puM,lulAya-puM,sEriBa-puM,maha-puM,DIraskanDa-puM,kfzRaSfNga-puM,jaranta-puM,daMSaBIruka-puM,raktAkza-puM,kAsara-puM,haMsakAlItanaya-puM,lAlika-puM viwcaraH SUkaro grAmye mahizo yamavAhanaH .. 1281 .. rajasvalo vAharipurlulAyaH sEriBo mahaH . DIraskanDaH kfzRaSfNgo jaranto daMSaBIrukaH .. 1282 .. raktAkzaH kAsaro haMsakAlItanayalAlikO (1283) .
lulita	10192	56	sAmAnyakARqaH 4394 preNKolita-klI,taralita-klI,lulita-klI,preNKita-klI,Duta-klI,calita-klI,kampita-klI,DUta-klI,vellita-klI,Andolita-klI preNKolitaM taralitaM lulitaM preNKitaM Dutam .. 1480 .. calitaM kampitaM DUtaM vellitAndolite api (1481) .
lUtA	10193	47	tiryakkARqaH, caturindriyAH 3662 UrRanABa-puM,tantuvAya-puM,jAlika-puM,jAlakAraka-puM,kfmi-puM,markawaka-puM,lUtA-strI,lAlAsrAva-puM,azwapAd-puM UrRanABastantuvAyo jAliko jAlakArakaH . kfmirmarkawako lUtA lAlAsrAvozwapAcca saH .. 1210 ..
lUna	10194	56	sAmAnyakARqaH 4424 Cinna-klI,lUna-klI,Cita-klI,dita-klI,Cedita-klI,KaRqita-klI,vfkRa-klI,kftta-klI aNgIkftaM pratijYAtamUrIkftorurIkfte .. 1488 .. saMSrutamaByupagatamurarIkftamASrutam . saMgIrRaM pratiSrutaM ca Cinne lUnaM CitaM ditam .. 1489 .. CeditaM KaRqitaM vfkRaM kfttaM prAptaM tu BAvitam . labDamAsAditaM BUtaM patite galitaM cyutam .. 1490 .. srastaM BrazwaM skannapanne SaMsitaM tu suniScitam (1491) .
lUman	10195	48	tiryakkARqaH, paYcendriyAH, sTalacarapaYcendriyAH 3780 pucCa-puMklI,vAlahasta-puM,lANgUla-puMklI,lUman-klI,vAlaDi-puM aTa pucCaM vAlahasto lANgUlaM lUma vAlaDiH .. 1244 ..
lUmaviza	10196	50	tiryakkARqaH, paYcendriyAH, sTalacarapaYcendriyAH 3957 lUmaviza-puM,vfScika-puM nAgAH syurdfgvizA lUmavizAstu vfScikAdayaH .. 1312 ..
leKa	10197	7	devakARqaH 342 amara-puM,deva-puM,suparvan-puM,sura-puM,nirjara-puM,devatA-puM,fBu-puM,barhirmuKa-puM,animiza-puM,dEvata-puM,nAkin-puM,leKa-puM,vfndAraka-puM,sumanas-puM,tridaSa-puM,amartya-puM,svAhABuj-puM,svaDABuj-puM,kratuBuj-puM,Aditeya-puM,gIrvARa-puM,marut-puM,asvapna-puM,vibuDa-puM,dAnavAri-puM svargastrivizwapaM dyodivO BuvistavizatAvizO nAkaH . gOstridivamUrDvalokaH surAlayastatsadastvamarAH .. 87 .. devAH suparvasuranirjaradevatarBubarhirmuKAnimizadEvatanAkileKAH . vfndArakAH sumanasastridaSA amartyAH svAhAsvaDAkratusuDABuja AditeyAH .. 88 .. gIrvARA maruto'svapnA vibuDA dAnavArayaH (89) .
leKaka	10198	22	martyakARqaH 1492 leKaka-puM,akzaracaRa-puM,akzarajIvaka-puM,akzaracaYcu-puM,vArRika-puM,lipikara-puM leKake'kzarapUrvAH syuScaRajIvakacaYcavaH .. 483 ..
leKA	10199	54	sAmAnyakARqaH 4272 rAji-strI,leKA-strI,tati-strI,vITI-strI,mAlA-strI,Ali-strI,Avali-strI,paNkti-strI,DoraRI-strI,SreRI-puMstrI rAjirleKA tatirvITI mAlAlyAvalipaNktayaH . DoraRISreRyuBO tu dvO yugalaM dvitayaM dvayam .. 1423 .. yugaM dvEtaM yamaM dvandvaM yugmaM yamalayAmale (1424) .
lepyakft	10200	36	martyakARqaH 2824 palagaRqa-puM,lepyakft-puM raNgAjIvastOlakikaScitrakfccATa tUlikA .. 921 .. ;p{0037} kUcikA citramAleKyaM palagaRqastu lepyakft (922) .
lelihAna	10201	50	tiryakkARqaH, paYcendriyAH, sTalacarapaYcendriyAH 3934 sarpa-puM,ahi-puMstrI,pavanASana-puM,Bogin-puM,BujaNga-puM,Bujaga-puM,uraga-puM,dvijihva-puM,vyAla-puM,BujaNgama-puM,sarIsfpa-puM,dIrGajihva-puM,kAkodara-puM,vizaDara-puM,PaRaBft-puM,pfdAku-puM,dfkkarRa-puM,kuRqalin-puM,bileSaya-puM,dandaSUka-puM,darvIkara-puM,kaYcukin-puM,cakrin-puM,gUQapAd-puM,pannaga-puM,jihmaga-puM,lelihAna-puM,kumBInasa-puM,ASIviza-puM,dIrGapfzWa-puM jAhako gAtrasaMkocI maRqalI nakulaH punaH . piNgalaH sarpahA baBruH sarpo'hiH pavanASanaH .. 1302 .. BogI BujaMgaBujagAvurago dvijihvavyAlO BujaMgamasarIsfpadIrGajihvAH . kAkodaro vizaDaraH PaRaBftpfdAkurdfkkarRakuRqalibileSayadandaSUkAH .. 1303 .. darvIkaraH kaYcukicakrigUQapAtpannagA jihmagalelihAnO . kumBInasASIvizadIrGapfzWAH syAdrAjasarpastu BujaMgaBojI .. 1304 ..
leSa	10202	9	devakARqaH 484 leSa-puM kalA tEH paYcadaSaBirleSastaddvitayena ca .. 136 ..
leSa	10203	54	sAmAnyakARqaH 4283 truwi-strI,mAtrA-strI,lava-puM,leSa-puM,kaRa-puMstrI truwO mAtrA lavo leSaH kaRo hrasvaM punarlaGu .. 1427 ..
lezwu	10204	38	tiryakkARqaH, pfTvIkAyaH 2968 lozwa-puMklI,lozwu-puM,dali-strI,lezwu-puM lozwe lozwurdalirlezwurvalmIkaH kfmiparvataH .. 970 .. vamrIkUwaM vAmalUro nAkuH SakraSiraSca saH (971) .
leha	10205	20	martyakARqaH 1310 nyAda-puM,svadana-klI,KAdana-klI,aSana-klI,niGasa-klI,valBana-klI,aByavahAra-puM,jagDi-strI,jakzaRa-klI,BakzaRa-klI,leha-puM,pratyavasAna-klI,Gasi-puM,AhAra-puM,psAna-klI,avazvARa-puM,vizvARa-puM,Bojana-klI,jemana-klI,adana-klI nyAdaH svadanaM KAdanamaSanaM niGaso valBanamaByavahAraH . jagDirjakzaRaBakzaRalehAH pratyavasAnaM GasirAhAraH .. 423 .. psAnAvazvARavizvARA BojanaM jemanAdane (424) .
lehana	10206	20	martyakARqaH 1312 lehana-klI carvaRaM cUrRanaM dantErjihvAsvAdastu lehanam .. 424 ..
loka	10207	23	martyakARqaH 1547 loka-puM,jana-puM,prajA-strI grAmeyake tu grAmIRagrAmyO loko janaH prajAH .. 501 ..
loka	10208	52	sAmAnyakARqaH 4084 loka-puM,vizwapa-puMklI,viSva-klI,Buvana-puMklI,jagatI-strI,jagat-klI syAlloko vizwapaM viSvaM BuvanaM jagatI jagat (1365) .
loka	10209	52	sAmAnyakARqaH 4085 loka-puM jIvAjIvADArakzetraM loko'lokastato'nyaTA .. 1365 ..
lokajit	10210	14	devakARqaH 744 budDa-puM,sugata-puM,DarmaDAtu-puM,trikAlavid-puM,jina-puM,boDisattva-puM,mahAboDi-puM,Arya-puM,SAstf-puM,taTAgata-puM,paYcajYAna-puM,zaqaBijYa-puM,daSArha-puM,daSaBUmiga-puM,catustriMSajjAtakajYa-puM,daSapAramitADara-puM,dvAdaSAkza-puM,daSabala-puM,trikAya-puM,SrIGana-puM,advaya-puM,samantaBadra-puM,saNgupta-puM,dayAkUrca-puM,vinAyaka-puM,mArajit-puM,lokajit-puM,Kajit-puM,DarmarAja-puM,vijYAnamAtfka-puM,mahAmEtra-puM,munIndra-puM budDastu sugato DarmaDAtustrikAlavijjinaH . boDisattvo mahAboDirAryaH SAstA taTAgataH .. 232 .. paYcajYAno zaqaBijYo daSArho daSaBUmigaH . catustriMSajjAtakajYo daSapAramitADaraH .. 233 .. dvAdaSAkzO daSabalastrikAyaH SrIGanAdvayO . samantaBadraH saMgupto dayAkUrco vinAyakaH .. 234 .. mAralokaKajidDarmarAjo vijYAnamAtfkaH . mahAmEtro munIndraSca budDAH syuH sapta te tvamI .. 235 .. vipaSyI SiKI viSvaBUH krakucCandaSca kAYcanaH . kASyapaSca saptamastu SAkyasiMho'rkabAnDavaH .. 236 .. taTA rAhulasUH sarvArTasidDo gOtamAnvayaH . mAyASudDodanasuto devadattAprajaSca saH .. 237 ..
lokabindusAra	10211	14	devakARqaH 807 lokabindusAra-klI utpAdapUrvamagrAyaRIyamaTa vIryataH pravAdaM syAt . asterjYAnAtsatyAttadAtmanaH karmaRaSca param .. 247 .. ;p{0015} pratyAKyAnaM vidyApravAdakalyARanAmaDeye ca . prARAvAyaM ca kriyAviSAlamaTa lokabindusAramiti .. 248 ..
lokAloka	10212	40	tiryakkARqaH, pfTvIkAyaH 3150 lokAloka-puM,cakravAla-puM lokAlokaScakravAlo'Ta meruH karRikAcalaH .. 1031 .. ratnasAnuH sumeruH svaH svargikAYcanato giriH (1032) .
lokeSa	10213	13	devakARqaH 691 druhiRa-puM,viriYci-puM,druGaRa-puM,viriYca-puM,paramezWin-puM,aja-puM,azwaSravaRa-puM,svayamBU-puM,kamana-puM,kavi-puM,sAttvika-puM,vedagarBa-puM,sTavira-puM,SatAnanda-puM,pitAmaha-puM,ka-puM,DAtf-puM,viDAtf-puM,viDi-puM,veDas-puM,Druva-puM,purARaga-puM,haMsaga-puM,viSvaretas-puM,prajApati-puM,brahman-puM,caturmuKa-puM,BavAntakft-puM,jagatkartf-puM,saroruhAsana-puM,SamBu-puM,SataDfti-puM,srazwf-puM,surajyezWa-puM,viriYcana-puM,hiraRyagarBa-puM,lokeSa-puM,nABiBU-puM,padmaBU-puM,AtmaBU-puM druhiRo viriYcirdruGaRo viriYcaH paramezWyajo'zwaSravaRaH svayaMBUH . kamanaH kaviH sAttvikavedagarBO sTaviraH SatAnandapitAmahO kaH .. 211 .. DAtA viDAtA viDiveDasO DruvaH purARago haMsagaviSvaretasO . prajApatirbrahmacaturmuKO BavAntakfjjagatkartfsaroruhAsanO .. 212 .. SaMBuH SataDftiH srazwA surajyezWo viriYcanaH . hiraRyagarBo lokeSo nABipadmAtmaBUrapi .. 213 ..
locana	10214	25	martyakARqaH 1767 cakzus-klI,akzi-klI,IkzaRa-klI,netra-klI,nayana-klI,dfzwi-strI,ambaka-klI,locana-klI,darSana-klI,dfS-strI cakzurakzIkzaRaM netraM nayanaM dfzwirambakam . locanaM darSanaM dfkca tattArA tu kanInikA .. 575 ..
loDra	10215	45	tiryakkARqaH, vanaspatikAyaH 3479 loDra-puM,gAlava-puM,roDra-puM,tilva-puM,SAbara-puM,mArjana-puM loDre tu gAlavo roDratilvaSAvaramArjanAH .. 1159 ..
lopAka	10216	49	tiryakkARqaH, paYcendriyAH, sTalacarapaYcendriyAH 3894 guRqiva-puM,lopAka-puM pfTO gfRqibalopAkO kokastvIhAmfgo vfkaH . araRyaSvA markawastu kapiH kISaH plavaMgamaH .. 1291 .. plavaMgaH plavagaH SAKAmfgo harirbalImuKaH . vanOkA vAnaro'TAsO golANgUlo'sitAnanaH .. 1292 ..
lopAmudrA	10217	9	devakARqaH 456 lopAmudrA-strI,agastyaBAryA-strI,kOzItakI-strI,varapradA-strI lopAmudrA tu tadBAryA kOzItakI varapradA .. 123 ..
loptra	10218	19	martyakARqaH 1207 loptra-klI,apahfta-klI cOryaM tu cOrikA steyaM loptraM tvapahftaM Danam (383) .
loBa	10219	20	martyakARqaH 1325 loBa-puM,tfzRA-strI,lipsA-strI,vaSa-puM,spfhA-strI,kANkzA-strI,ASaMsA-strI,garDa-puM,vAYCA-strI,ASA-strI,icCA-strI,IhA-strI,tfz-strI,manoraTa-puM,kAma-puMklI,aBilAza-puM gfDnustu garDanastfzRaglipsurlubDo'BilAzukaH .. 429 .. ;p{0021} lolupo loluBo loBastfzRA lipsA vaSaH spfhA . kANkzASaMsAgarDavAYCASecCehAtfRmanoraTAH .. 430 .. kAmo'BilAzo'BiDyA tu parasvehodDataH punaH . avinIto vinItastu niBftaH praSrito'pi ca .. 431 ..
loBya	10220	46	tiryakkARqaH, vanaspatikAyaH 3510 mudga-puM,praTana-puM,loBya-puM,balAwa-puM,harita-puM,hari-puM mudgastu praTano loByo balAwo harito hariH (1172) .
lomakarRa	10221	49	tiryakkARqaH, paYcendriyAH, sTalacarapaYcendriyAH 3918 SaSa-puM,mfdulomaka-puM,SUlika-puM,lomakarRa-puM vAtapramIrvAtamfgaH SaSastu mfdulomakaH .. 1295 .. SUliko lomakarRo'Ta Salye SalalaSalyakO . SvAvicca tacCalAkAyAM SalalaM Salamityapi .. 1296 ..
loman	10222	27	martyakARqaH 1922 loman-klI,roman-klI,tanUruha-puMklI SukraM reto balaM vIryaM bIjaM majjasamudBavam . AnandapraBavaM puMstvamindriyaM kiwwavarjitam .. 629 .. pOruzaM praDAnaDAturloma roma tanUruham (630) .
lomapAdapurI	10223	38	tiryakkARqaH, pfTvIkAyaH 2984 campA-strI,mAlinI-strI,lomapAdapurI-strI,karRapurI-strI pAwaliputraM kusumapuraM campA tu mAlinI .. 976 .. lomapAdakarRayoH pUrdevIkowa umAvanam . kowIvarzaM bARapuraM syAcCoRitapuraM ca tat .. 977 ..
lomaviza	10224	50	tiryakkARqaH, paYcendriyAH, sTalacarapaYcendriyAH 3958 lomaviza-puM vyAGrAdayo lomavizA naKavizA narAdayaH . lAlAvizAstu lUtAdyAH kAlAntaravizAH punaH .. 1313 .. mUzikAdyA dUzIvizaM tvavIryamozaDAdiBiH (1314) .
lomahft	10225	41	tiryakkARqaH, pfTvIkAyaH 3202 haritAla-klI,piYjara-klI,viqAlaka-klI,visraganDi-klI,KarjUra-klI,vaMSapatraka-klI,Ala-klI,pItana-klI,tAla-klI,godanta-klI,nawamaRqana-klI,vaNgAri-puM,lomahft-klI ganDASmA SulvapAmAkuzWArirganDikaganDakO .. 1057 .. sOganDikaH SukapucCo haritAlaM tu piYjaram . viqAlakaM visraganDi KarjUraM vaMSapattrakam .. 1058 .. AlapItanatAlAni godantaM nawamaRqanam . vaNgArirlomahfccATa manoguptA manaHSilA .. 1059 .. karavIrA nAgamAtA rocanI rasanetrikA . nEpAlI kunawI golA manohvA nAgajihvikA .. 1060 ..
lola	10226	55	sAmAnyakARqaH 4345 caYcala-klI,tarala-klI,kampana-klI,kampra-klI,pariplava-klI,calAcala-klI,cawula-klI,capala-klI,lola-klI,cala-klI,pAriplava-klI,asTira-klI sTAvaraM tu jaNgamAnyajjaNgamaM tu trasaM caram . carAcaraM jagadiNgaM carizRuScATa caYcalam .. 1454 .. taralaM kampanaM kampraM pariplavacalAcale . cawulaM capalaM lolaM calaM pAriplavAsTire .. 1455 ..
lolA	10227	25	martyakARqaH 1795 rasajYA-strI,rasanA-strI,jihvA-strI,lolA-strI rasajYA rasanA jihvA lolA tAlu tu kAkudam (585) .
lolupa	10228	20	martyakARqaH 1324 gfDnu-puM,garDana-puM,tfzRaj-puM,lipsu-puM,lubDa-puM,aBilAzuka-puM,lolupa-puM,loluBa-puM gfDnustu garDanastfzRaglipsurlubDo'BilAzukaH .. 429 .. ;p{0021} lolupo loluBo loBastfzRA lipsA vaSaH spfhA . kANkzASaMsAgarDavAYCASecCehAtfRmanoraTAH .. 430 .. kAmo'BilAzo'BiDyA tu parasvehodDataH punaH . avinIto vinItastu niBftaH praSrito'pi ca .. 431 ..
loluBa	10229	20	martyakARqaH 1324 gfDnu-puM,garDana-puM,tfzRaj-puM,lipsu-puM,lubDa-puM,aBilAzuka-puM,lolupa-puM,loluBa-puM gfDnustu garDanastfzRaglipsurlubDo'BilAzukaH .. 429 .. ;p{0021} lolupo loluBo loBastfzRA lipsA vaSaH spfhA . kANkzASaMsAgarDavAYCASecCehAtfRmanoraTAH .. 430 .. kAmo'BilAzo'BiDyA tu parasvehodDataH punaH . avinIto vinItastu niBftaH praSrito'pi ca .. 431 ..
lozwa	10230	38	tiryakkARqaH, pfTvIkAyaH 2968 lozwa-puMklI,lozwu-puM,dali-strI,lezwu-puM lozwe lozwurdalirlezwurvalmIkaH kfmiparvataH .. 970 .. vamrIkUwaM vAmalUro nAkuH SakraSiraSca saH (971) .
lozwaBedana	10231	36	martyakARqaH 2739 kowiSa-puM,lozwaBedana-puM yotraM tu yoktramAbanDaH kowiSo lozwaBedanaH .. 893 ..
lozwu	10232	38	tiryakkARqaH, pfTvIkAyaH 2968 lozwa-puMklI,lozwu-puM,dali-strI,lezwu-puM lozwe lozwurdalirlezwurvalmIkaH kfmiparvataH .. 970 .. vamrIkUwaM vAmalUro nAkuH SakraSiraSca saH (971) .
loha	10233	27	martyakARqaH 1952 aguru-puMklI,agaru-puMklI,rAjArha-klI,loha-klI,kfmija-klI,vaMSika-strIklI,anAryaja-klI,joNgaka-klI agurvagaru rAjArhaM lohaM kfmijavaMSike . anAryajaM joNgikaM ca maNgalyA malliganDi yat .. 640 .. kAlAguruH kAlatuRqaH SrIKaRqo rohaRadrumaH . ganDasAro malayajaScandane haricandane .. 641 .. tElaparRikagoSIrzO pattrANgaM raktacandanam . kucandanaM tAmrasAraM raYjanaM tilaparRikA .. 642 ..
loha	10234	40	tiryakkARqaH, pfTvIkAyaH 3168 loha-puMklI,kAlAyasa-klI,Sastra-klI,piRqa-klI,pAraSava-puMklI,Gana-klI,girisAra-klI,SilAsAra-klI,tIkzRa-klI,kfzRAmiza-klI,ayas-klI lohaM kAlAyasaM SastraM piRqaM pAraSavaM Ganam .. 1037 .. girisAraM SilAsAraM tIkzRakfzRAmize ayaH (1038) .
lohakAra	10235	36	martyakARqaH 2815 vyokAra-puM,karmAra-puM,lohakAra-puM vyokAraH karmAro lohakAraH kUwaM tvayoGanaH (920) .
lohakiwwaka	10236	40	tiryakkARqaH, pfTvIkAyaH 3169 siMhAna-klI,DUrta-klI,maRqUra-klI,saraRa-klI,lohakiwwaka-klI siMhAnaDUrtamaRqUrasaraRAnyasya kiwwake .. 1038 ..
lohaja	10237	41	tiryakkARqaH, pfTvIkAyaH 3185 kAMsya-klI,vidyutpriya-klI,Goza-puM,prakASa-klI,vaNgaSulvaja-klI,GaRwASabda-klI,asurAhva-klI,ravaRa-klI,lohaja-klI,mala-klI kAMsye vidyutpriyaM GozaM prakASaM vaNgaSulvajam . GaRwASabdamasurAhvaM ravaRaM lohajaM malam .. 1049 ..
lohapfzWa	10238	51	tiryakkARqaH, paYcendriyAH, KacarapaYcendriyAH 4008 kaNka-puM,kamanacCada-puM,lohapfzWa-puM,dIrGapAda-puM,karkawa-puM,skanDamallaka-puM BfNgaH kaliNgo DUmyAwaH kaNkastu kamanacCadaH .. 1333 .. lohapfzWo dIrGapAdaH karkawaH skanDamallakaH (1334) .
lohala	10239	18	martyakARqaH 1132 lohala-puM,asPuwavAc-puM lohalo'sPuwavANmUko'vAgasOmyasvaro'svaraH (349) .
lohaSlezaRa	10240	37	tiryakkARqaH, pfTvIkAyaH 2884 pAcanaka-puM,waNkaRa-puM,mAlatItIraja-puM,lohaSlezaRa-puM,rasaSoDana-puM kfzRe tu tatra tilakaM yavakzAro yavAgrajaH .. 943 .. yavanAjalaH pAkyaSca pAcanakastu waNkaRaH . mAlatItIrajo lohaSlezaRo rasaSoDanaH .. 944 ..
lohABisAra	10241	32	martyakARqaH 2400 lohABisAra-puM lohABisAro daSamyAM viDirnIrAjanAtparaH (789) .
lohita	10242	27	martyakARqaH 1905 rakta-klI,ruDira-klI,Agneya-klI,visra-klI,rasatejas-klI,rasaBava-klI,SoRita-klI,lohita-klI,asfj-klI,vAsizWa-klI,prARada-klI,Asura-klI,kzataja-klI,mAMsakAri-klI,asra-klI raktaM ruDiramAgneyaM visraM tejoBavaM rasAt . SoRitaM lohitamasfkvAsizWaM prARadAsure .. 621 .. kzatajaM mAMsakAryastraM mAMsaM palalajaNgale . raktAttejoBave kravyaM kASyapaM tarasAmize .. 622 .. medaskftpiSitaM kInaM palaM peSyastu tallatAH (623) .
lohita	10243	45	tiryakkARqaH, vanaspatikAyaH 3502 lohita-puM,raktaSAli-puM lohito raktaSAliH syAnmahASAliH suganDikaH .. 1169 ..
lohita	10244	53	sAmAnyakARqaH 4162 rakta-puM,rohita-puM,mAYjizWa-puM,lohita-puM,SoRa-puM kApotastu kapotABaH pItastu sitaraYjanaH . hAridraH pItalo gOraH pItanIlaH punarharit .. 1394 .. pAlASo haritastAlakABo raktastu rohitaH . mAYjizWo lohitaH SoRaH Svetaraktastu pAwalaH .. 1395 ..
lohitaka	10245	41	tiryakkARqaH, pfTvIkAyaH 3213 padmarAga-puMklI,lohitaka-puM,lakzmIpuzpa-klI,aruRopala-puM padmarAge lohitakalakzmIpuzpAruRopalAH .. 1064 ..
lohitacandana	10246	27	martyakARqaH 1961 kaSmIrajanman-klI,GusfRa-klI,varRa-klI,lohitacandana-klI,vAhlIka-klI,kuNkuma-klI,vahniSiKa-klI,kAleya-klI,jAguqa-klI,saNkocapiSuna-klI,rakta-klI,DIra-klI,pItana-klI,dIpana-klI kaSmIrajanma GusfRaM varRaM lohitacandanam .. 644 .. vAhlIkaM kuNkumaM vahniSiKaM kAleyajAguqe . saMkocapiSunaM raktaM DIraM pItanadIpane .. 645 ..
lohitANga	10247	9	devakARqaH 447 Ara-puM,vakra-puM,lohitANga-puM,maNgala-puM,aNgAraka-puM,kuja-puM,AzAQABU-puM,navArcis-puM Aro vakro lohitANgo maNgalo'NgArakaH kujaH .. 116 .. AzAQABUrnavArciSca buDaH sOmyaH praharzulaH . jYaH paYcArciH SravizWABUH SyAmANgo rohiRIsutaH .. 117 ..
lohottama	10248	41	tiryakkARqaH, pfTvIkAyaH 3176 suvarRa-puMklI,svarRa-puMklI,heman-klI,hema-puMklI,hiraRya-puMklI,hAwaka-puMklI,vasu-klI,azwApada-puMklI,kAYcana-klI,kalyARa-klI,kanaka-klI,mahArajana-klI,rE-puMstrI,gANgeya-klI,rukman-klI,kalaDOta-klI,lohottama-klI,vahnibIja-klI,gAruqa-klI,gErika-klI,jAtarUpa-klI,tapanIya-klI,cAmIkara-klI,candra-puMklI,Barman-klI,arjuna-klI,nizka-klI,kArtasvara-klI,karbura-klI,jAmbUnada-klI,SAtakumBa-klI,rajata-klI,BUri-klI,BUttama-klI syAdrUpyaM kalaDOtatArarajataSvetAni durvarRakaM KarjUraM ca himAMSuhaMsakumudABiKyaM suvarRaM punaH . svarRaM hemahiraRyahAwakavasUnyazwApadaM kAYcanaM kalyARaM kanakaM mahArajanarEgANgeyarukmARyapi .. 1043 .. kalaDOtalohottamavahnibIjAnyapi gAruqaM gErikajAtarUpe . tapanIyacAmIkaracandraBarmArjunanizkakArtasvarakarburARi .. 1044 .. jAmbUnadaM SAtakumBaM rajataM BUri BUttamam (1045) .
lOkAyatika	10249	35	martyakARqaH 2619 bArhaspatya-puM,nAstika-puM,cArvAka-puM,lOkAyatika-puM vESezikaH syAdOlUkyo bArhaspatyastu nAstikaH .. 862 .. cArvAko lOkAyatikaScEte zaqapi tArkikAH (863) .
